*******************************************************************************
Ephemeris / WWW_USER Tue Jun 20 08:38:32 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: James Webb Space Telescope (spacecraft) (-170) {source: JWST_merged}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2021-Dec-26 00:00:00.0000 TDB
Stop  time      : A.D. 2025-May-29 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0, 696000.0, 696000.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : LT CORRECTED cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2459584.500000000, A.D. 2022-Jan-05 00:00:00.0000, -3.643799858144444E+07,  1.316808009981753E+08,  5.671335204777126E+07, -2.949651113779677E+01, -6.366460940763565E+00, -2.935546732472810E+00,
2459585.500000000, A.D. 2022-Jan-06 00:00:00.0000, -3.898059297810739E+07,  1.311088469373295E+08,  5.645102036308929E+07, -2.935846160098037E+01, -6.872209998325557E+00, -3.136778665178269E+00,
2459586.500000000, A.D. 2022-Jan-07 00:00:00.0000, -4.151087981754445E+07,  1.304934539064559E+08,  5.617134877563575E+07, -2.921161576457077E+01, -7.372084084388392E+00, -3.336924816864439E+00,
2459587.500000000, A.D. 2022-Jan-08 00:00:00.0000, -4.402810082129641E+07,  1.298351083740193E+08,  5.587443335974124E+07, -2.905601415126945E+01, -7.866545773666132E+00, -3.535932603129245E+00,
2459588.500000000, A.D. 2022-Jan-09 00:00:00.0000, -4.653150126928864E+07,  1.291342629789065E+08,  5.556037478282294E+07, -2.889169882959589E+01, -8.355923395755999E+00, -3.733748335835442E+00,
2459589.500000000, A.D. 2022-Jan-10 00:00:00.0000, -4.902033020425408E+07,  1.283913463564262E+08,  5.522927839103676E+07, -2.871871497578774E+01, -8.840449424938042E+00, -3.930317443199905E+00,
2459590.500000000, A.D. 2022-Jan-11 00:00:00.0000, -5.149383170210142E+07,  1.276067725130864E+08,  5.488123764675223E+07, -2.853708394992289E+01, -9.320278094049982E+00, -4.125601942699340E+00,
2459591.500000000, A.D. 2022-Jan-12 00:00:00.0000, -5.395127913174085E+07,  1.267809377259913E+08,  5.451639930787433E+07, -2.834691860181451E+01, -9.795534110511408E+00, -4.319509274103404E+00,
2459592.500000000, A.D. 2022-Jan-13 00:00:00.0000, -5.639192864764982E+07,  1.259142361237416E+08,  5.413486797417390E+07, -2.814825173844473E+01, -1.026627778365625E+01, -4.512005025065458E+00,
2459593.500000000, A.D. 2022-Jan-14 00:00:00.0000, -5.881504867077879E+07,  1.250070559257784E+08,  5.373676789651082E+07, -2.794115324180646E+01, -1.073254170301449E+01, -4.703036596335185E+00,
2459594.500000000, A.D. 2022-Jan-15 00:00:00.0000, -6.121991397814950E+07,  1.240597839346857E+08,  5.332222774597881E+07, -2.772569992206280E+01, -1.119432646807490E+01, -4.892554476620885E+00,
2459595.500000000, A.D. 2022-Jan-16 00:00:00.0000, -6.360580613934759E+07,  1.230728081948631E+08,  5.289138027291457E+07, -2.750197110456897E+01, -1.165160320353246E+01, -5.080514242088777E+00,
2459596.500000000, A.D. 2022-Jan-17 00:00:00.0000, -6.597201347294456E+07,  1.220465203474091E+08,  5.244436194267311E+07, -2.727004316305739E+01, -1.210431912366943E+01, -5.266872299567969E+00,
2459597.500000000, A.D. 2022-Jan-18 00:00:00.0000, -6.831782948028220E+07,  1.209813175503520E+08,  5.198131242956965E+07, -2.702998045532046E+01, -1.255240595401913E+01, -5.451585438094830E+00,
2459598.500000000, A.D. 2022-Jan-19 00:00:00.0000, -7.064255646847746E+07,  1.198776022654375E+08,  5.150237718717758E+07, -2.678185885491839E+01, -1.299579538809099E+01, -5.634603182826915E+00,
2459599.500000000, A.D. 2022-Jan-20 00:00:00.0000, -7.294549968047152E+07,  1.187357836815849E+08,  5.100770417767176E+07, -2.652573605820841E+01, -1.343441511594045E+01, -5.815877196390846E+00,
2459600.500000000, A.D. 2022-Jan-21 00:00:00.0000, -7.522597069109942E+07,  1.175562768002727E+08,  5.049744629771579E+07, -2.626167873223964E+01, -1.386819955852940E+01, -5.995355001976866E+00,
2459601.500000000, A.D. 2022-Jan-22 00:00:00.0000, -7.748328710402718E+07,  1.163395024257948E+08,  4.997176100878008E+07, -2.598976213969828E+01, -1.429707699979764E+01, -6.172985128477104E+00,
2459602.500000000, A.D. 2022-Jan-23 00:00:00.0000, -7.971677329708350E+07,  1.150858875903160E+08,  4.943081029201602E+07, -2.571006594891988E+01, -1.472097609799045E+01, -6.348712649852060E+00,
2459603.500000000, A.D. 2022-Jan-24 00:00:00.0000, -8.192576072629267E+07,  1.137958657606881E+08,  4.887476067895220E+07, -2.542267428938584E+01, -1.513981843813453E+01, -6.522488929583812E+00,
2459604.500000000, A.D. 2022-Jan-25 00:00:00.0000, -8.410961162069675E+07,  1.124698849422420E+08,  4.830378523090982E+07, -2.512904632183034E+01, -1.555308653612462E+01, -6.694140939188387E+00,
2459605.500000000, A.D. 2022-Jan-26 00:00:00.0000, -8.626774453330919E+07,  1.111084152661502E+08,  4.771806479256851E+07, -2.482653527839011E+01, -1.596156584812135E+01, -6.863869390924629E+00,
2459606.500000000, A.D. 2022-Jan-27 00:00:00.0000, -8.839941926121508E+07,  1.097118820033692E+08,  4.711777002956957E+07, -2.451660398867123E+01, -1.636472882492804E+01, -7.031502295742955E+00,
2459607.500000000, A.D. 2022-Jan-28 00:00:00.0000, -9.050399896333990E+07,  1.082807483800131E+08,  4.650308397388302E+07, -2.419935065233575E+01, -1.676248550343436E+01, -7.196993680916024E+00,
2459608.500000000, A.D. 2022-Jan-29 00:00:00.0000, -9.258085523484831E+07,  1.068154855784458E+08,  4.587419363888823E+07, -2.387487372093906E+01, -1.715474068071487E+01, -7.360297666941560E+00,
2459609.500000000, A.D. 2022-Jan-30 00:00:00.0000, -9.462936822278932E+07,  1.053165730814419E+08,  4.523129000867137E+07, -2.354327291186894E+01, -1.754139933060851E+01, -7.521369670530955E+00,
2459610.500000000, A.D. 2022-Jan-31 00:00:00.0000, -9.664892692487085E+07,  1.037844985258112E+08,  4.457456774325768E+07, -2.320465192253020E+01, -1.792236544611275E+01, -7.680166157514638E+00,
2459611.500000000, A.D. 2022-Feb-01 00:00:00.0000, -9.863892952815972E+07,  1.022197578950248E+08,  4.390422533849617E+07, -2.285911474401706E+01, -1.829754000296500E+01, -7.836643148439725E+00,
2459612.500000000, A.D. 2022-Feb-02 00:00:00.0000, -1.005987824246069E+08,  1.006228559472551E+08,  4.322046510916540E+07, -2.250676497197488E+01, -1.866682722734028E+01, -7.990756936317341E+00,
2459613.500000000, A.D. 2022-Feb-03 00:00:00.0000, -1.025279017544860E+08,  9.899430536959918E+07,  4.252349299123147E+07, -2.214770581652470E+01, -1.903013262240365E+01, -8.142468452615644E+00,
2459614.500000000, A.D. 2022-Feb-04 00:00:00.0000, -1.044257124043343E+08,  9.733462701267681E+07,  4.181351828806756E+07, -2.178204601598165E+01, -1.938736205653897E+01, -8.291734178555462E+00,
2459615.500000000, A.D. 2022-Feb-05 00:00:00.0000, -1.062916489963703E+08,  9.564435001236656E+07,  4.109075442061428E+07, -2.140989722870343E+01, -1.973842049477918E+01, -8.438507931085518E+00,
2459616.500000000, A.D. 2022-Feb-06 00:00:00.0000, -1.081251553485556E+08,  9.392401123917660E+07,  4.035541815318263E+07, -2.103136414562100E+01, -2.008322306260852E+01, -8.582756492737049E+00,
2459617.500000000, A.D. 2022-Feb-07 00:00:00.0000, -1.099256848012506E+08,  9.217415507472736E+07,  3.960772950393333E+07, -2.064656204925495E+01, -2.042167902058695E+01, -8.724435211293327E+00,
2459618.500000000, A.D. 2022-Feb-08 00:00:00.0000, -1.116927003242925E+08,  9.039533368558083E+07,  3.884791265888354E+07, -2.025560215708218E+01, -2.075370328705931E+01, -8.863505073958057E+00,
2459619.500000000, A.D. 2022-Feb-09 00:00:00.0000, -1.134256753436557E+08,  8.858810619584271E+07,  3.807619380743022E+07, -1.985860078364431E+01, -2.107921349789768E+01, -8.999930624155276E+00,
2459620.500000000, A.D. 2022-Feb-10 00:00:00.0000, -1.151240926497197E+08,  8.675303899808818E+07,  3.729280333946219E+07, -1.945567497730255E+01, -2.139812854315753E+01, -9.133675243781353E+00,
2459621.500000000, A.D. 2022-Feb-11 00:00:00.0000, -1.167874456810679E+08,  8.489070538324718E+07,  3.649797454625029E+07, -1.904694816013036E+01, -2.171036835682986E+01, -9.264701086711328E+00,
2459622.500000000, A.D. 2022-Feb-12 00:00:00.0000, -1.184152386091302E+08,  8.300168546670860E+07,  3.569194375620700E+07, -1.863254519836626E+01, -2.201585479338794E+01, -9.392975818614982E+00,
2459623.500000000, A.D. 2022-Feb-13 00:00:00.0000, -1.200069866172644E+08,  8.108656626748921E+07,  3.487495016512294E+07, -1.821259626382042E+01, -2.231450586378563E+01, -9.518465102248427E+00,
2459624.500000000, A.D. 2022-Feb-14 00:00:00.0000, -1.215622162110871E+08,  7.914594195327918E+07,  3.404723576616738E+07, -1.778723418695191E+01, -2.260623737055272E+01, -9.641136412253603E+00,
2459625.500000000, A.D. 2022-Feb-15 00:00:00.0000, -1.230804659710664E+08,  7.718041393296349E+07,  3.320904565523818E+07, -1.735659226451138E+01, -2.289096200344032E+01, -9.760956616221012E+00,
2459626.500000000, A.D. 2022-Feb-16 00:00:00.0000, -1.245612843955179E+08,  7.519059177503459E+07,  3.236062716288222E+07, -1.692079920940997E+01, -2.316859400284154E+01, -9.877897708311295E+00,
2459627.500000000, A.D. 2022-Feb-17 00:00:00.0000, -1.260042330608571E+08,  7.317709157787916E+07,  3.150223063367243E+07, -1.648008081961066E+01, -2.343906408084853E+01, -9.991916962638905E+00,
2459628.500000000, A.D. 2022-Feb-18 00:00:00.0000, -1.274088904988512E+08,  7.114053575764373E+07,  3.063410967049691E+07, -1.603436596336368E+01, -2.370226598228062E+01, -1.010300395033665E+01,
2459629.500000000, A.D. 2022-Feb-19 00:00:00.0000, -1.287748311500766E+08,  6.908155535634086E+07,  2.975651896354052E+07, -1.558387963696937E+01, -2.395814127385368E+01, -1.021111975525755E+01,
2459630.500000000, A.D. 2022-Feb-20 00:00:00.0000, -1.301016483025731E+08,  6.700078630012761E+07,  2.886971645316602E+07, -1.512875046029605E+01, -2.420662329113810E+01, -1.031623614687743E+01,
2459631.500000000, A.D. 2022-Feb-21 00:00:00.0000, -1.313889464627662E+08,  6.489887025095330E+07,  2.797396248559691E+07, -1.466910956502348E+01, -2.444764541991652E+01, -1.041832496469611E+01,
2459632.500000000, A.D. 2022-Feb-22 00:00:00.0000, -1.326363413928857E+08,  6.277645437091244E+07,  2.706951958947224E+07, -1.420508763907096E+01, -2.468114755798386E+01, -1.051736641463883E+01,
2459633.500000000, A.D. 2022-Feb-23 00:00:00.0000, -1.338434606033146E+08,  6.063419112944011E+07,  2.615665216964951E+07, -1.373682253813164E+01, -2.490706665934971E+01, -1.061333281988234E+01,
2459634.500000000, A.D. 2022-Feb-24 00:00:00.0000, -1.350099433871734E+08,  5.847273825331417E+07,  2.523562696676642E+07, -1.326445174885093E+01, -2.512534285366565E+01, -1.070620162609698E+01,
2459635.500000000, A.D. 2022-Feb-25 00:00:00.0000, -1.361354409962394E+08,  5.629275875394754E+07,  2.430671256931034E+07, -1.278811440670692E+01, -2.533591501397815E+01, -1.079594970679038E+01,
2459636.500000000, A.D. 2022-Feb-26 00:00:00.0000, -1.372196167773865E+08,  5.409492086768267E+07,  2.337017948577487E+07, -1.230795072332152E+01, -2.553872279475704E+01, -1.088255746092416E+01,
2459637.500000000, A.D. 2022-Feb-27 00:00:00.0000, -1.382621462411487E+08,  5.187989799130211E+07,  2.242629993591230E+07, -1.182410196532528E+01, -2.573370665006478E+01, -1.096600417166626E+01,
2459638.500000000, A.D. 2022-Feb-28 00:00:00.0000, -1.392627171592409E+08,  4.964836874113762E+07,  2.147534782428040E+07, -1.133671084149343E+01, -2.592080670364874E+01, -1.104627071793504E+01,
2459639.500000000, A.D. 2022-Mar-01 00:00:00.0000, -1.402210297263686E+08,  4.740101663651446E+07,  2.051759904501240E+07, -1.084592280333571E+01, -2.609996684611196E+01, -1.112333414658259E+01,
2459640.500000000, A.D. 2022-Mar-02 00:00:00.0000, -1.411367966437094E+08,  4.513853030454700E+07,  1.955333091905424E+07, -1.035188161176286E+01, -2.627112950658712E+01, -1.119717686878795E+01,
2459641.500000000, A.D. 2022-Mar-03 00:00:00.0000, -1.420097430662037E+08,  4.286160311191697E+07,  1.858282258205162E+07, -9.854730820160155E+00, -2.643423818538519E+01, -1.126778099679213E+01,
2459642.500000000, A.D. 2022-Mar-04 00:00:00.0000, -1.428396065630692E+08,  4.057093328727064E+07,  1.760635463134737E+07, -9.354614837166991E+00, -2.658923843486892E+01, -1.133512855257358E+01,
2459643.500000000, A.D. 2022-Mar-05 00:00:00.0000, -1.436261371837193E+08,  3.826722368298965E+07,  1.662420918930600E+07, -8.851678086106361E+00, -2.673607772687883E+01, -1.139920213442540E+01,
2459644.500000000, A.D. 2022-Mar-06 00:00:00.0000, -1.443690974513081E+08,  3.595118164908610E+07,  1.563666977567062E+07, -8.346064989411104E+00, -2.687470432758311E+01, -1.145998694644517E+01,
2459645.500000000, A.D. 2022-Mar-07 00:00:00.0000, -1.450682623867941E+08,  3.362351885736489E+07,  1.464402126620047E+07, -7.837920175944650E+00, -2.700506996402672E+01, -1.151746620426649E+01,
2459646.500000000, A.D. 2022-Mar-08 00:00:00.0000, -1.457234194327815E+08,  3.128495119162425E+07,  1.364654986203317E+07, -7.327387169015675E+00, -2.712712773399592E+01, -1.157162294631852E+01,
2459647.500000000, A.D. 2022-Mar-09 00:00:00.0000, -1.463343685313066E+08,  2.893619822831369E+07,  1.264454350050499E+07, -6.814610570300734E+00, -2.724083250550170E+01, -1.162244368405968E+01,
2459648.500000000, A.D. 2022-Mar-10 00:00:00.0000, -1.469009220584641E+08,  2.657798368343226E+07,  1.163829075242467E+07, -6.299734803225669E+00, -2.734614043805378E+01, -1.166991703630436E+01,
2459649.500000000, A.D. 2022-Mar-11 00:00:00.0000, -1.474229048926637E+08,  2.421103474315465E+07,  1.062808141586155E+07, -5.782904631393154E+00, -2.744301205775851E+01, -1.171403054837912E+01,
2459650.500000000, A.D. 2022-Mar-12 00:00:00.0000, -1.479001544971667E+08,  2.183608199438700E+07,  9.614206165258454E+06, -5.264266613044339E+00, -2.753140902765354E+01, -1.175477494925302E+01,
2459651.500000000, A.D. 2022-Mar-13 00:00:00.0000, -1.483325210848583E+08,  1.945385919000551E+07,  8.596956455737036E+06, -4.743969856609134E+00, -2.761129550103954E+01, -1.179214316520456E+01,
2459652.500000000, A.D. 2022-Mar-14 00:00:00.0000, -1.487198679580498E+08,  1.706510305897490E+07,  7.576624365339004E+06, -4.222168404609748E+00, -2.768263938577043E+01, -1.182612508500999E+01,
2459653.500000000, A.D. 2022-Mar-15 00:00:00.0000, -1.490620722502265E+08,  1.467055277642965E+07,  6.553502652963137E+06, -3.699023820353140E+00, -2.774540757485723E+01, -1.185671332112009E+01,
2459654.500000000, A.D. 2022-Mar-16 00:00:00.0000, -1.493590247497791E+08,  1.227095131972654E+07,  5.527885280813334E+06, -3.174705839971273E+00, -2.779956757017217E+01, -1.188389597550342E+01,
2459655.500000000, A.D. 2022-Mar-17 00:00:00.0000, -1.496106318662657E+08,  9.867043622612957E+06,  4.500067162250448E+06, -2.649390121714857E+00, -2.784508357670368E+01, -1.190765453621545E+01,
2459656.500000000, A.D. 2022-Mar-18 00:00:00.0000, -1.498168149978506E+08,  7.459578314727354E+06,  3.470344838965296E+06, -2.123252269243763E+00, -2.788191364973341E+01, -1.192797098320148E+01,
2459657.500000000, A.D. 2022-Mar-19 00:00:00.0000, -1.499775105562398E+08,  5.049307620388419E+06,  2.439016674921247E+06, -1.596463540505763E+00, -2.791001758083256E+01, -1.194482378016967E+01,
2459658.500000000, A.D. 2022-Mar-20 00:00:00.0000, -1.500926695112927E+08,  2.636987094457099E+06,  1.406382788639002E+06, -1.069189986986951E+00, -2.792935856861589E+01, -1.195819349578554E+01,
2459659.500000000, A.D. 2022-Mar-21 00:00:00.0000, -1.501622570408559E+08,  2.233752417033638E+05,  3.727448225328840E+05, -5.415950451626700E-01, -2.793990557570034E+01, -1.196806434595442E+01,
2459660.500000000, A.D. 2022-Mar-22 00:00:00.0000, -1.501862524073932E+08, -2.190767037258996E+06, -6.615942328994100E+05, -1.384249700263753E-02, -2.794163375376504E+01, -1.197442334699177E+01,
2459661.500000000, A.D. 2022-Mar-23 00:00:00.0000, -1.501646492848805E+08, -4.604676894536716E+06, -1.696330759012427E+06,  5.138996611942486E-01, -2.793452359320982E+01, -1.197726125807031E+01,
2459662.500000000, A.D. 2022-Mar-24 00:00:00.0000, -1.500974559358544E+08, -7.017590059556478E+06, -2.731159966248302E+06,  1.041459381749579E+00, -2.791856068788750E+01, -1.197656735719082E+01,
2459663.500000000, A.D. 2022-Mar-25 00:00:00.0000, -1.499846957506408E+08, -9.428741196056524E+06, -3.765776278230216E+06,  1.568659260854204E+00, -2.789373539900467E+01, -1.197233140841388E+01,
2459664.500000000, A.D. 2022-Mar-26 00:00:00.0000, -1.498264076627921E+08, -1.183736433342152E+07, -4.799873177474174E+06,  2.095316884135525E+00, -2.786004201991095E+01, -1.196454225954490E+01,
2459665.500000000, A.D. 2022-Mar-27 00:00:00.0000, -1.496226465838437E+08, -1.424269315424420E+07, -5.833143235576660E+06,  2.621244977015367E+00, -2.781747868769272E+01, -1.195318989451384E+01,
2459666.500000000, A.D. 2022-Mar-28 00:00:00.0000, -1.493734837892715E+08, -1.664396142532157E+07, -6.865277990212593E+06,  3.146252108989610E+00, -2.776604901178272E+01, -1.193826086278086E+01,
2459667.500000000, A.D. 2022-Mar-29 00:00:00.0000, -1.490790072027830E+08, -1.904040366193991E+07, -7.895968119670108E+06,  3.670143924433929E+00, -2.770576330914355E+01, -1.191974754646668E+01,
2459668.500000000, A.D. 2022-Mar-30 00:00:00.0000, -1.487393218141117E+08, -2.143125488384673E+07, -8.924903344161822E+06,  4.192720676836020E+00, -2.763663385414146E+01, -1.189763549204153E+01,
2459669.500000000, A.D. 2022-Mar-31 00:00:00.0000, -1.483545516022711E+08, -2.381575397734957E+07, -9.951772577425515E+06,  4.713728223597831E+00, -2.755874313685602E+01, -1.187192554035891E+01,
2459670.500000000, A.D. 2022-Apr-01 00:00:00.0000, -1.479248374879591E+08, -2.619314117431685E+07, -1.097626375921558E+07,  5.233070756458112E+00, -2.747199635495110E+01, -1.184258278547210E+01,
2459671.500000000, A.D. 2022-Apr-02 00:00:00.0000, -1.474503338239178E+08, -2.856265463056347E+07, -1.199806297869955E+07,  5.750491155991205E+00, -2.737648650230224E+01, -1.180961044613235E+01,
2459672.500000000, A.D. 2022-Apr-03 00:00:00.0000, -1.469312155109076E+08, -3.092353896150881E+07, -1.301685626747255E+07,  6.265784948537074E+00, -2.727225695740282E+01, -1.177299919511410E+01,
2459673.500000000, A.D. 2022-Apr-04 00:00:00.0000, -1.463676751056517E+08, -3.327504298325580E+07, -1.403232884708295E+07,  6.778748624958292E+00, -2.715935716687770E+01, -1.173274311648201E+01,
2459674.500000000, A.D. 2022-Apr-05 00:00:00.0000, -1.457599226668139E+08, -3.561641974006584E+07, -1.504416567786858E+07,  7.289180167375686E+00, -2.703784178130739E+01, -1.168883720344196E+01,
2459675.500000000, A.D. 2022-Apr-06 00:00:00.0000, -1.451081855961523E+08, -3.794692770299052E+07, -1.605205139207178E+07,  7.796879951027102E+00, -2.690777358195448E+01, -1.164128239880103E+01,
2459676.500000000, A.D. 2022-Apr-07 00:00:00.0000, -1.444127084595818E+08, -4.026583090697204E+07, -1.705567078859422E+07,  8.301650430840077E+00, -2.676922460916178E+01, -1.159007896551383E+01,
2459677.500000000, A.D. 2022-Apr-08 00:00:00.0000, -1.436737527974854E+08, -4.257239973196320E+07, -1.805470869110107E+07,  8.803297177486066E+00, -2.662226844245133E+01, -1.153523113246004E+01,
2459678.500000000, A.D. 2022-Apr-09 00:00:00.0000, -1.428915967178577E+08, -4.486591131311221E+07, -1.904885067011526E+07,  9.301630558006067E+00, -2.646698742974502E+01, -1.147674899247112E+01,
2459679.500000000, A.D. 2022-Apr-10 00:00:00.0000, -1.420665345247218E+08, -4.714565014605711E+07, -2.003778323881240E+07,  9.796465639613286E+00, -2.630346912511887E+01, -1.141464588572097E+01,
2459680.500000000, A.D. 2022-Apr-11 00:00:00.0000, -1.411988762803972E+08, -4.941090848856350E+07, -2.102119428907859E+07,  1.028762250598423E+01, -2.613180676249591E+01, -1.134893809750413E+01,
2459681.500000000, A.D. 2022-Apr-12 00:00:00.0000, -1.402889473091861E+08, -5.166098690201764E+07, -2.199877322685405E+07,  1.077492875666296E+01, -2.595209838671376E+01, -1.127964624617721E+01,
2459682.500000000, A.D. 2022-Apr-13 00:00:00.0000, -1.393370874881048E+08, -5.389519463968666E+07, -2.297021129999761E+07,  1.125821776787147E+01, -2.576444642830234E+01, -1.120679315541300E+01,
2459683.500000000, A.D. 2022-Apr-14 00:00:00.0000, -1.383436508951769E+08, -5.611284998190381E+07, -2.393520203126109E+07,  1.173732981346905E+01, -2.556895923208922E+01, -1.113040705971241E+01,
2459684.500000000, A.D. 2022-Apr-15 00:00:00.0000, -1.373090050341148E+08, -5.831328087940191E+07, -2.489344160133044E+07,  1.221211275861756E+01, -2.536575148716663E+01, -1.105052189575051E+01,
2459685.500000000, A.D. 2022-Apr-16 00:00:00.0000, -1.362335303469293E+08, -6.049582554057359E+07, -2.584462916813664E+07,  1.268241884428988E+01, -2.515494651470649E+01, -1.096717203037124E+01,
2459686.500000000, A.D. 2022-Apr-17 00:00:00.0000, -1.351176199269424E+08, -6.265983319162058E+07, -2.678846694721000E+07,  1.314810239674428E+01, -2.493667585659043E+01, -1.088039362722984E+01,
2459687.500000000, A.D. 2022-Apr-18 00:00:00.0000, -1.339616794657329E+08, -6.480466471975462E+07, -2.772466026464795E+07,  1.360901729997078E+01, -2.471107714020333E+01, -1.079022247391279E+01,
2459688.500000000, A.D. 2022-Apr-19 00:00:00.0000, -1.327661272033419E+08, -6.692969303885436E+07, -2.865291741427702E+07,  1.406501758894052E+01, -2.447828793544911E+01, -1.069669388322528E+01,
2459689.500000000, A.D. 2022-Apr-20 00:00:00.0000, -1.315313942167252E+08, -6.903430238202465E+07, -2.957295001076368E+07,  1.451595841989441E+01, -2.423843788672743E+01, -1.059984218988164E+01,
2459690.500000000, A.D. 2022-Apr-21 00:00:00.0000, -1.302579234501874E+08, -7.111788818197498E+07, -3.048447242264127E+07,  1.496170562169533E+01, -2.399165096379204E+01, -1.049970592720328E+01,
2459691.500000000, A.D. 2022-Apr-22 00:00:00.0000, -1.289461690118481E+08, -7.317985618860281E+07, -3.138720278960280E+07,  1.540213649535636E+01, -2.373804424392485E+01, -1.039632982433186E+01,
2459692.500000000, A.D. 2022-Apr-23 00:00:00.0000, -1.275965951633792E+08, -7.521962215025926E+07, -3.228086319390724E+07,  1.583713822692570E+01, -2.347773327325744E+01, -1.028976078392983E+01,
2459693.500000000, A.D. 2022-Apr-24 00:00:00.0000, -1.262096755945090E+08, -7.723661188272443E+07, -3.316517989097516E+07,  1.626660510526945E+01, -2.321083536108666E+01, -1.018004830538099E+01,
2459694.500000000, A.D. 2022-Apr-25 00:00:00.0000, -1.247858928426822E+08, -7.923026136900456E+07, -3.403988347923101E+07,  1.669043788320715E+01, -2.293746862461758E+01, -1.006724327557673E+01,
2459695.500000000, A.D. 2022-Apr-26 00:00:00.0000, -1.233257375710520E+08, -8.120001688818438E+07, -3.490470997243982E+07,  1.710854195418416E+01, -2.265775222128909E+01, -9.951405392152326E+00,
2459696.500000000, A.D. 2022-Apr-27 00:00:00.0000, -1.218297092673490E+08, -8.314533488084112E+07, -3.575939771188772E+07,  1.752082391179344E+01, -2.237180535365437E+01, -9.832573083651081E+00,
2459697.500000000, A.D. 2022-Apr-28 00:00:00.0000, -1.202983145614778E+08, -8.506568238547553E+07, -3.660369115973230E+07,  1.792719506454389E+01, -2.207975017793856E+01, -9.710805586829000E+00,
